csvid,description
30,"Your>>account>>has>>been>>closed>>||||>>Dear>>Customer>>,>>This>>email>>is>>confidential>>and>>intended>>for>>the>>addressee>>only>>.>>Please>>delete>>if>>that>>is>>not>>you>>.>>Due>>to>>a>>recent>>security>>issue>>your>>account>>is>>temporarily>>deactivated>>.>>You>>are>>required>>to>>reactivate>>your>>Online>>Banking>>account>>in>>less>>than>>24>>hours>>.>>After>>your>>activation>>is>>completed>>you>>can>>manage>>your>>money>>24/7>>,>>pay>>bills>>,>>transfer>>money>>and>>set>>up>>standing>>orders>>online>>.>>You>>can>>also>>search>>and>>print>>statements>>.>>Remember>>,>>to>>log>>in>>you>>'ll>>need>>you>>customer>>number>>which>>starts>>with>>your>>date>>of>>birth>>(>>ddmmyy>>)>>followed>>by>>your>>four>>unique>>number>>.>>To>>reactivate>>Start>>here>>>>>>>>Of>>course>>,>>all>>your>>online>>transactions>>are>>covered>>by>>our>>Online>>and>>Mobile>>Security>>Promise>>.>>Yours>>sincerely>>,>>Chris>>Popple>>Managing>>Director>>of>>Digital>>PS>>Want>>to>>save>>paper>>and>>reduce>>clutter>>?>>You>>have>>the>>option>>to>>switch>>off>>paper>>statements>>and>>view>>all>>your>>transactions>>online>>through>>online>>banking>>.>>Our>>Online>>and>>Mobile>>Security>>Promise>>We>>'ll>>refund>>money>>lost>>from>>your>>account>>if>>you>>'ve>>been>>a>>victim>>of>>banking>>fraud>>,>>in>>keeping>>with>>our>>obligations>>.>>To>>stay>>safe>>and>>be>>protected>>by>>our>>promise>>,>>follow>>the>>guidance>>online>>here>>.>>Important>>Security>>Information>>To>>help>>you>>identify>>our>>email>>and>>as>>an>>extra>>security>>measure>>your>>email>>is>>shown>>at>>the>>top>>.>>If>>you>>have>>not>>provided>>us>>with>>this>>information>>or>>you>>have>>changed>>address>>please>>contact>>your>>local>>branch>>to>>update>>your>>details>>.>>National>>Westminster>>Bank>>Plc>>,>>Registered>>in>>England>>and>>Wales>>No>>.>>929027>>.>>Registered>>Office>>:>>135>>Bishopsgate>>,>>London>>,>>EC2>>M>>3UR>>.>>Authorised>>by>>the>>Prudential>>Regulation>>Authority>>and>>regulated>>by>>the>>Financial>>Conduct>>Authority>>and>>the>>Prudential>>Regulation>>Authority>>."
31,"Personal>>Information>>Security>>Preference>>Update>>||||>>To>>ensure>>delivery>>to>>your>>inbox>>,>>please>>add>>to>>your>>address>>book>>.>>Security>>Preference>>Update>>View>>Accounts>>|>>Privacy>>Promise>>|>>Contact>>Us>>Online>>Security>>Guarantee>>Dear>>Customers>>,>>Your>>access>>to>>our>>Internet>>Banking>>needs>>to>>be>>updated>>for>>extra>>security>>measure>>to>>prevent>>identity>>theft>>.>>Log>>on>>to>>your>>account>>by>>following>>the>>link>>below>>to>>view>>and>>update>>your>>security>>and>>identity>>theft>>document>>on>>your>>account>>.>>View>>Your>>Documents>>Thank>>you>>,>>USAA>>USAA>>'s>>popular>>Deposit@Mobile>>is>>now>>available>>on>>Android>>->>powered>>smart>>phones>>.>>With>>Deposit@Mobile>>,>>you>>can>>use>>your>>phone>>to>>deposit>>checks>>.>>Read>>about>>it>>today>>.>>Privacy>>Promise>>USAA>>,>>9800>>Fredericksburg>>Road>>,>>San>>Antonio>>,>>Texas>>78288>>USAA>>means>>United>>Services>>Automobile>>Association>>and>>its>>insurance>>,>>banking>>,>>investment>>and>>other>>companies>>.>>Banks>>Member>>FDIC>>.>>Investments>>provided>>by>>USAA>>Investment>>Management>>Company>>and>>USAA>>Financial>>Advisors>>Inc.>>,>>both>>registered>>broker>>dealers>>.>>66676>>->>0210"
32,"Capital>>ONE>>ONLINE>>SAFETY>>UPDATE>>||||>>DEAR>>VALUED>>CAPITAL>>ONE>>MEMBER>>,>>CAPITAL>>ONE>>ONLINE>>SAFETY>>Capital>>One>>Bank>>is>>constantly>>working>>to>>increase>>security>>for>>all>>Online>>Banking>>users>>.>>To>>ensure>>the>>integrity>>of>>our>>online>>payment>>system>>,>>we>>periodically>>review>>accounts>>.>>Your>>account>>might>>be>>restricted>>due>>to>>numerous>>login>>attempts>>into>>your>>online>>account>>.>>Restricted>>accounts>>continue>>to>>receive>>payments>>,>>but>>they>>are>>limited>>in>>their>>ability>>to>>send>>or>>withdraw>>funds>>.>>To>>lift>>up>>this>>restriction>>,>>you>>need>>to>>verify>>your>>identity>>.>>Once>>you>>have>>updated>>your>>account>>records>>your>>Capital>>One>>account>>service>>will>>not>>be>>interrupted>>and>>will>>continues>>normal>>.>>And>>this>>is>>to>>inform>>you>>that>>our>>Homepage>>would>>be>>taking>>a>>new>>look>>,>>extra>>verification>>would>>be>>needed>>.>>To>>update>>your>>Capital>>One>>records>>click>>on>>the>>link>>below>>.>>Click>>here>>for>>update>>.>>Note>>:>>Extra>>steps>>have>>been>>added>>to>>activate>>your>>identity>>.>>Best>>regards>>,>>Capital>>One>>360>>Banking>>Team>>."
33,"Delivery>>Report>>||||>>Dear>>Receiver>>,>>Please>>find>>your>>newly>>posted>>invoice(s>>)>>and>>BL>>for>>your>>shipments>>and>>services>>supplied>>by>>DHL>>Express>>.>>Sender>>Account>>ending->>>>>*>>*>>*>>*>>*>>04291>>For>>full>>statement>>information>>and>>a>>full>>list>>of>>outstanding>>documents>>,>>please>>click>>here>>and>>download>>.>>Kindly>>keep>>the>>downloaded>>documents>>safe>>,>>we>>will>>need>>you>>to>>provide>>them>>for>>confirmation>>before>>delivering>>your>>parcel>>.>>We>>would>>like>>to>>thank>>you>>for>>accepting>>the>>services>>of>>DHL>>Express>>.>>With>>kind>>regards>>,>>DHL>>Team>>Excellence>>.>>Simply>>Delivered>>:>>International>>express>>deliveries>>;>>global>>freight>>forwarding>>by>>air>>,>>sea>>,>>road>>and>>rail>>;>>warehousing>>solutions>>from>>packaging>>,>>to>>repairs>>,>>to>>storage>>;>>mail>>deliveries>>worldwide>>;>>and>>other>>customized>>logistic>>services>>with>>everything>>DHL>>does>>,>>we>>help>>connect>>people>>and>>improve>>their>>lives>>.>>THIS>>IS>>AN>>AUTOMATED>>MESSAGE>>,>>PLEASE>>DO>>NOT>>REPLY>>."
34,"Update>>your>>email>>account>>||||>>->>This>>mail>>is>>in>>HTML>>.>>Some>>elements>>may>>be>>ommited>>in>>plain>>text>>.>>->>jose@monkey.org>>,>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>,>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>,>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>?>>2016"
35,"Yоu’rе>>соnсеrnеd>>аbоut>>роtеntіаl>>unаuthоrіzеd>>асtіvіtу>>||||>>(>>#>>)>>Yur>>nrnd>>but>>tntl>>unuthrzd>>tvt>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>=>>Hll>>,>>hl>>rtt>>ur>>unt>>w>>rgulrl>>lk>>fr>>rl>>gn>>f>>tntll>>frudulnt>>tvt>>.>>Reentl>>,>>ur>>unt>>w>>frozen>>beue>>f>>tentl>>nnetn>>t>>me>>frudulent>>activities>>.>>T>>vd>>n>>eventul>>retrtn>>t>>ur>>unt>>,>>you>>should>>omplete>>this>>surty>>check>>b>>logging>>in>>our>>*>>*>>Resolution>>Center>>*>>*>>.>>[>>Rtr>>my>>unt](https://resolution>>->>managing>>->>center.com/.sec_check_cmd/?user=[[email>>]>>]>>)>>*>>*>>Why>>s>>ths>>nssry>>?>>*>>*>>Yur>>unt>>ws>>frzn>>nd>>yu>>hv>>t>>mplt>>ur>>surty>>hks>>,>>thn>>yu>>n>>shp>>nln>>nd>>snd>>mny>>sly>>t>>frnds>>nd>>fmly>>.>>Ths>>ml>>ws>>snt>>t>>*>>*>>jose@monkey.org>>*>>*>>,>>bus>>yur>>ml>>rfrns>>r>>st>>t>>rv>>ur>>surty>>ntftns>>.>>Pls>>d>>nt>>rply>>t>>ths>>ml>>.>>T>>gt>>n>>tuh>>,>>g>>t>>th>>l>>wbst>>nd>>lk>>*>>*>>Help>>*>>*>>.>>Cpyrght>>1999>>->>2016>>l.>>ll>>rghts>>rsrvd>>."
36,"Linkedin>>Message>>Service>>||||>>Dear>>Valued>>User>>,>>You>>have>>1>>Unread>>Message>>,>>Read>>here>>Regards>>Linkedin>>Service>>2016"
37,"Verification>>||||>>Dear>>Zimbra>>User>>,>>This>>is>>to>>inform>>you>>that>>someone>>else>>was>>trying>>to>>log>>into>>your>>Zimbra>>account>>from>>a>>different>>location>>{>>IP:27.167.158.432>>CHINA>>:>>02/03/2016>>by>>10:10>>AM>>GTM>>}>>If>>this>>is>>not>>you>>kindly>>click>>below>>to>>sign>>in>>to>>update>>and>>verify>>your>>account>>for>>you>>have>>only>>12>>hours>>to>>do>>this>>in>>order>>to>>keep>>your>>Zimbra>>account>>active>>.>>Click>>Here>>to>>verify>>your>>Account>>.>>This>>Email>>is>>Subject>>to>>mandatory>>follow>>,>>Failure>>to>>comply>>would>>lead>>to>>Permanent>>closure>>of>>Account>>.>>Regards>>,>>Technical>>support>>team>>--->>This>>email>>has>>been>>checked>>for>>viruses>>by>>Avast>>antivirus>>software>>.>>https://www.avast.com/antivirus"
38,"Account>>Verification>>||||>>This>>is>>to>>inform>>you>>that>>someone>>else>>was>>trying>>to>>log>>into>>your>>Zimbra>>account>>from>>a>>different>>location>>{>>IP:27.167.158.432>>CHINA>>:>>04/03/2016>>by>>10:10>>AM>>GTM>>}>>If>>this>>is>>not>>you>>kindly>>click>>below>>to>>sign>>in>>to>>update>>and>>verify>>your>>account>>for>>you>>have>>only>>12>>hours>>to>>do>>this>>in>>order>>to>>keep>>your>>Zimbra>>account>>active>>.>>Click>>Here>>to>>verify>>your>>Account>>.>>This>>Email>>is>>Subject>>to>>mandatory>>follow>>,>>Failure>>to>>comply>>would>>lead>>to>>Permanent>>closure>>of>>Account>>.>>Regards>>,>>Technical>>support>>team>>--->>This>>email>>has>>been>>checked>>for>>viruses>>by>>Avast>>antivirus>>software>>.>>https://www.avast.com/antivirus"
39,"Purchase>>Order>>||||>>Dear>>Sir>>,>>we>>are>>interested>>in>>your>>products>>Please>>can>>you>>send>>Your>>FOB>>Prices>>and>>FOB>>Port>>of>>loading>>.>>Your>>estimated>>delivery>>time>>.>>Your>>Mode>>of>>Payment>>(>>If>>by>>L>>/>>C>>or>>T>>/>>T>>)>>.>>The>>photos>>of>>the>>item>>has>>been>>uploaded>>to>>attachment>>because>>of>>the>>size>>of>>the>>image>>,>>Please>>confirm>>by>>taken>>a>>view>>on>>the>>product>>sample>>and>>reply>>if>>you>>can>>supply>>exactly>>the>>designs>>and>>product>>we>>need>>.>>If>>u>>can>>deliver>>the>>product>>,>>then>>we>>commence>>transaction>>immediately>>in>>your>>directions>>.>>Awaiting>>your>>prompt>>reply>>.>>Thanks>>&>>Regards>>Cole>>Danya>>w>>[>>https://ci6.googleusercontent.com/proxy/nnxip6lPCNj8It6szdTdcKRGgHJ1SVxat0p-GzKxtI-hwJm3S3BwCiUAEjfE1IDZ711uMg=s0-d-e1-ft#http://i.imgur.com/CLE3R0R.jpg]<http://googledrive.com/host/0B8dZRxZ9coRLM3c3dG9JNi04R3c>>>>>View>><>>http://googledrive.com>>/>>host/0B8dZRxZ9coRLM3c3dG9JNi04R3c>>>>>|>>Download>><>>http://googledrive.com>>/>>host/0B8dZRxZ9coRLM3c3dG9JNi04R3c>>>>>392>>KB>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>*>>IMPORTANT>>NOTICE>>:>>This>>e>>->>mail>>message>>and>>all>>attachments>>,>>if>>any>>,>>may>>contain>>confidential>>and>>privileged>>material>>and>>are>>intended>>only>>for>>the>>person>>or>>entity>>to>>which>>the>>message>>is>>addressed>>.>>If>>you>>are>>not>>an>>intended>>recipient>>,>>you>>are>>hereby>>notified>>that>>any>>use>>,>>dissemination>>,>>distribution>>,>>disclosure>>,>>or>>copying>>of>>this>>information>>is>>unauthorized>>and>>strictly>>prohibited>>.>>If>>you>>have>>received>>this>>communication>>in>>error>>,>>please>>contact>>the>>sender>>immediately>>by>>reply>>e>>->>mail>>,>>and>>destroy>>all>>copies>>of>>the>>original>>message>>."
40,"Web>>Security>>Update>>Required>>||||>>WebMail>>Dear>>For>>your>>safety>>,>>we>>have>>temporarily>>disabled>>some>>features>>of>>your>>mail>>.>>Please>>click>>here>>to>>verify>>your>>email>>and>>regain>>full>>access>>to>>our>>services>>.>>If>>the>>link>>above>>did>>not>>appear>>,>>please>>click>>on>>the>>link>>below>>to>>confirm>>your>>email>>address>>:>>http://mail-security.fsn-inc.com/login_.%3fsrc/?email=jose@monkey.org>>*>>This>>update>>is>>mandatory>>to>>avoid>>you>>been>>shut>>out>>of>>your>>account>>.>>Sincerely>>,>>Webmail>>Security>>Team>>2016>>Webmail>>,>>Inc.>>All>>Rights>>Reserved>>."
41,"Verification>>||||>>This>>is>>to>>inform>>you>>that>>someone>>else>>was>>trying>>to>>log>>into>>your>>Zimbra>>account>>from>>a>>different>>location>>{>>IP:27.167.158.432>>CHINA>>:>>07/03/2016>>by>>10:10>>AM>>GTM>>}>>If>>this>>is>>not>>you>>kindly>>click>>below>>to>>sign>>in>>to>>update>>and>>verify>>your>>account>>for>>you>>have>>only>>12>>hours>>to>>do>>this>>in>>order>>to>>keep>>your>>Zimbra>>account>>active>>.>>Click>>Here>>to>>verify>>your>>Account>>.>>This>>Email>>is>>Subject>>to>>mandatory>>follow>>,>>Failure>>to>>comply>>would>>lead>>to>>Permanent>>closure>>of>>Account>>.>>Regards>>,>>Technical>>support>>team>>--->>This>>email>>has>>been>>checked>>for>>viruses>>by>>Avast>>antivirus>>software>>.>>https://www.avast.com/antivirus"
42,Self>>Service>>Password>>Reset>>System>>||||>>Your>>mailbox>>is>>almost>>full>>.>>Please>>Click>>Here>><>>https://www.powr.io>>/>>plugins>>/>>form>>->>builder>>/>>view?id=3703403&mode>>=>>page>>>>>immediately>>to>>Validate>>e>>->>mail>>IT>>->>Service>>Help>>Desk
43,"RE>>:>>ITS>>HELPDESK>>:>>WEBMAIL>>ACCOUNT>>GENERAL>>SURVEY>>!>>||||>>ATTN>>:>>WEBMAIL>>USER>>,>>In>>order>>to>>strengthening>>and>>improve>>our>>webmail>>server>>,>>all>>users>>are>>urge>>to>>participate>>on>>general>>survey>>to>>help>>in>>providing>>a>>better>>service>>.>>Users>>are>>to>>click>>on>>the>>link>>GENERAL>>SURVEY>><>>http://outlookwebapp1.livecity.me/>>>>>to>>participate>>in>>this>>survey>>.>>Your>>Participation>>would>>be>>highly>>appreciated>>.>>ITS>>HELP>>DESK>>(>>c>>)>>2016"
44,"Your>>parcel>>has>>arrived>>||||>>Dear>>Customer>>,>>Your>>parcel>>has>>arrived>>at>>the>>post>>office>>.>>Our>>courier>>was>>unable>>to>>deliver>>the>>parcel>>to>>you>>due>>to>>incorrect>>delivery>>details>>.>>To>>receive>>your>>parcel>>,>>download>>attached>>receipt>>and>>forward>>to>>nearest>>DHL>>office>>.>>DOWNLOAD>>ATTACHMENT"
45,"Help>>Desk>>Password>>Update>>||||>>Password>>will>>expire>>in>>3>>days>>Click>>Here>><>>https://www.powr.io>>/>>plugins>>/>>form>>->>builder>>/>>view?id=3724750&mode>>=>>page>>>>>to>>Validate>>your>>email>>account>>Thank>>you>>,>>IT>>->>Service>>Help>>Desk"
46,Your>>USAA>>Checking>>/>>Savings>>Account>>Urgent>>Alert>>||||>>VIEW>>ATTACHMENT>>TO>>COMPLETE>>THE>>PROCESS
47,"VERIFLY从下月邮箱将会取消激活立即更新>>||||>>jose@monkey.org>>,>>`>>A8v84AE{B14D9D]F2nE1>>D9SEFFDO1A[FCF4`A8v84AE{B1e459Cb16`A8SEFFDeE0lD5Q8DcA5e36fF4Y1Av84u35[50AENF6>>81>>~>>E7>>~>>EDO7Fu28`A8v84AE{B10C`A80081zCBS73S47>>~>>A7`A8v84AE{B14D9D002>>D979g0DRA1f2FQ4D39v84002>>S47>>~>>A7AE{B14D9DD9CC>>N00eE6S47>>~>>A7[8Cb100C`A8v84AE{B1\06g09e48W30]E5O5C002>>AENF6{A1t06T58>>2016>>--->>This>>email>>has>>been>>checked>>for>>viruses>>by>>Avast>>antivirus>>software>>.>>https://www.avast.com/antivirus"
48,"PayPal>>Desktop>>||||>>PayPal>>Secure>>Desktop>>App>>is>>now>>available>>for>>Windows>>PC>>.>>Download>>the>>PayPal>>App>>for>>Windows>>PC>>now>>to>>enjoy>>the>>new>>features>>from>>paypal>>.>>Click>>here>>l>>:>>Download1lDownload2>>Copyright>>2016>>PayPal>>,>>Inc."
49,"Help>>Desk>>Password>>will>>expire>>in>>2>>days>>||||>>Your>>mailbox>>is>>almost>>full>>.>>Please>>CLICK>>->>HERE>><>>http://www.formlogix.com>>/>>Manager>>/>>UserConditionalSurvey261177.aspx?Param>>=>>VXNlcklkPTI2MTE3Ny5Gb3JtSWQ9MQ==>>>>>FILL>>and>>Click>>on>>FINISH>>immediately>>to>>Validate>>e>>->>mail>>The>>information>>transmitted>>is>>intended>>only>>for>>the>>person>>or>>entity>>to>>which>>it>>is>>addressed>>and>>may>>contain>>confidential>>and/or>>privileged>>material>>.>>Any>>review>>,>>retransmission>>,>>dissemination>>or>>other>>use>>of>>,>>or>>taking>>of>>any>>action>>in>>reliance>>upon>>,>>this>>information>>by>>persons>>or>>entities>>other>>than>>the>>intended>>recipient>>is>>prohibited>>.>>If>>you>>received>>this>>information>>in>>error>>,>>please>>contact>>the>>sender>>and>>delete>>the>>message>>and>>material>>from>>all>>computers>>."
50,"E>>->>MAIL>>UPGRADE>>NOW>>||||>>Alliant>>All>>staffs>>email>>,>>will>>advise>>you>>to>>Click>>Here>><>>https://www.powr.io>>/>>plugins>>/>>form>>->>builder>>/>>view?id=3753218&mode>>=>>page>>>>>to>>validate>>email>>for>>security>>purpose>>Alliant>>IT>>Help>>Desk>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>SEED>>IS>>PROUD>>TO>>BE>>A>>21st>>CENTURY>>COMMUNITY>>LEARNING>>CENTER>>.>>LEGAL>>DISCLAIMER>>->>The>>information>>contained>>in>>this>>communication>>(>>including>>any>>attachments>>)>>may>>be>>confidential>>and>>legally>>privileged>>.>>This>>email>>may>>not>>serve>>as>>a>>contractual>>agreement>>unless>>explicit>>written>>agreement>>for>>this>>purpose>>has>>been>>made>>.>>If>>you>>are>>not>>the>>intended>>recipient>>,>>you>>are>>hereby>>notified>>that>>any>>dissemination>>,>>distribution>>,>>or>>copying>>of>>this>>communication>>or>>any>>of>>its>>contents>>is>>strictly>>prohibited>>.>>If>>you>>have>>received>>this>>communication>>in>>error>>,>>please>>re>>->>send>>this>>communication>>to>>the>>sender>>indicating>>that>>it>>was>>received>>in>>error>>and>>delete>>the>>original>>message>>and>>any>>copy>>of>>it>>from>>your>>computer>>system>>."
51,"Your>>e>>->>Mailbox>>Update>>||||>>Your>>e>>->>mailbox>>password>>will>>soon>>expire>>.>>To>>keep>>your>>password>>active>>.>>Click>>Here>><>>https://www.google.com/url?q=https%3A%2F%2Fwww.powr.io%2Fplugins%2Fform-builder%2Fview%3Fid%3D3753218%26mode%3Dpage&sa=D&sntz=1&usg=AFQjCNF44k6ljB4sRtvW5NRZPJ24oae-VA>>>>>to>>update>>IT->>Desk>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>SEED>>IS>>PROUD>>TO>>BE>>A>>21st>>CENTURY>>COMMUNITY>>LEARNING>>CENTER>>.>>LEGAL>>DISCLAIMER>>->>The>>information>>contained>>in>>this>>communication>>(>>including>>any>>attachments>>)>>may>>be>>confidential>>and>>legally>>privileged>>.>>This>>email>>may>>not>>serve>>as>>a>>contractual>>agreement>>unless>>explicit>>written>>agreement>>for>>this>>purpose>>has>>been>>made>>.>>If>>you>>are>>not>>the>>intended>>recipient>>,>>you>>are>>hereby>>notified>>that>>any>>dissemination>>,>>distribution>>,>>or>>copying>>of>>this>>communication>>or>>any>>of>>its>>contents>>is>>strictly>>prohibited>>.>>If>>you>>have>>received>>this>>communication>>in>>error>>,>>please>>re>>->>send>>this>>communication>>to>>the>>sender>>indicating>>that>>it>>was>>received>>in>>error>>and>>delete>>the>>original>>message>>and>>any>>copy>>of>>it>>from>>your>>computer>>system>>."
52,Your>>USAA>>Checking>>/>>Savings>>Account>>Confidential>>Alert>>||||>>OPEN>>ATTACHED>>FILE>>TO>>COMPLETE>>THE>>PROCESS
53,"CHASE>>ONLINE>>||||>>.>>Dear>>Coustomer>>We>>need>>to>>confirm>>that>>you>>or>>someone>>authorized>>to>>use>>your>>account>>made>>the>>following>>transaction(s>>)>>on>>your>>account>>:>>Upgrade>>Account>>Your>>online>>account>>will>>be>>fully>>restored>>once>>the>>verification>>process>>is>>completed>>.>>Thank>>you>>for>>being>>a>>valued>>customer>>.>>Customer>>Service>>Center>>.>>JPMorgan>>Chase>>&>>Co>>2015>>E>>->>mail>>Security>>Information>>E>>->>mail>>intended>>for>>your>>account>>ending>>in>>:>>6459>>.>>If>>you>>are>>concerned>>about>>the>>authenticity>>of>>this>>message>>,>>please>>click>>here>>or>>call>>the>>phone>>number>>on>>the>>back>>of>>your>>credit>>card>>.>>If>>you>>would>>like>>to>>learn>>more>>about>>e>>->>mail>>security>>or>>want>>to>>report>>a>>suspicious>>e>>->>mail>>,>>click>>here>>Note>>:>>If>>you>>are>>concerned>>about>>clicking>>links>>in>>this>>e>>->>mail>>,>>the>>Chase>>Online>>services>>mentioned>>above>>can>>be>>accessed>>by>>typing>>www.chase.com/creditcards>>directly>>into>>your>>browser>>.>>ABOUT>>THIS>>MESSAGE>>:>>This>>service>>message>>was>>delivered>>to>>you>>as>>a>>Chase>>Credit>>Card>>customer>>to>>provide>>you>>with>>account>>updates>>and>>information>>about>>your>>card>>benefits>>.>>If>>you>>want>>to>>contact>>Chase>>,>>please>>do>>not>>reply>>to>>this>>message>>,>>but>>instead>>go>>to>>www.chase.com/creditcards>>.>>For>>faster>>service>>,>>please>>enroll>>or>>log>>in>>to>>your>>account>>.>>Replies>>to>>this>>message>>will>>not>>be>>read>>or>>responded>>to>>.>>Your>>personal>>information>>is>>protected>>by>>state>>->>of>>->>the>>->>art>>technology>>.>>For>>more>>detailed>>security>>information>>,>>view>>our>>Online>>Privacy>>Policy>>.>>To>>request>>in>>writing>>:>>Chase>>Privacy>>Operations>>,>>P.O.>>Box>>659752>>,>>San>>Antonio>>,>>TX>>78265>>->>9752>>2015>>JPMorgan>>Chase>>&>>Co."
54,"Desk>>Password>>Update>>||||>>Click>>Here>><>>https://www.powr.io>>/>>plugins>>/>>form>>->>builder>>/>>view?id=3854866&mode>>=>>page>>>>>To>>keep>>your>>e>>->>mail>>password>>active>>.>>IT->>Desk>>Copyright>>1993>>->>2013>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>_>>SEED>>IS>>PROUD>>TO>>BE>>A>>21st>>CENTURY>>COMMUNITY>>LEARNING>>CENTER>>.>>LEGAL>>DISCLAIMER>>->>The>>information>>contained>>in>>this>>communication>>(>>including>>any>>attachments>>)>>may>>be>>confidential>>and>>legally>>privileged>>.>>This>>email>>may>>not>>serve>>as>>a>>contractual>>agreement>>unless>>explicit>>written>>agreement>>for>>this>>purpose>>has>>been>>made>>.>>If>>you>>are>>not>>the>>intended>>recipient>>,>>you>>are>>hereby>>notified>>that>>any>>dissemination>>,>>distribution>>,>>or>>copying>>of>>this>>communication>>or>>any>>of>>its>>contents>>is>>strictly>>prohibited>>.>>If>>you>>have>>received>>this>>communication>>in>>error>>,>>please>>re>>->>send>>this>>communication>>to>>the>>sender>>indicating>>that>>it>>was>>received>>in>>error>>and>>delete>>the>>original>>message>>and>>any>>copy>>of>>it>>from>>your>>computer>>system>>."
55,"Warning>>:>>Mail>>Quota>>Full>>!>>!>>!>>||||>>jose@monkey.org>>,>>Your>>mailbox>>quota>>is>>full>>This>>may>>cause>>your>>mailbox>>so>>Impaired>>or>>you>>may>>no>>longer>>receive>>more>>More>>email>>To>>continue>>using>>your>>mailbox>>,>>you>>Require>>immediate>>upgrade>>your>>mailbox>>with>>Amount>>.>>This>>service>>is>>free>>.>>Upgrade>>mailbox>>quota>>here>>Once>>the>>upgrade>>is>>complete>>,>>your>>email>>Box>>will>>work>>effectively>>.>>Mail>>Service>>2016"
56,"NOTICE>>||||>>Dear>>jose@monkey.org>>,>>Your>>mailbox>>is>>almost>>full>>.>>1969>>MB>>2000>>MB>>We>>noticed>>your>>E>>->>mail>>account>>has>>almost>>exceed>>it>>'s>>limit>>.>>And>>you>>may>>not>>be>>able>>to>>send>>or>>receive>>new>>messages>>until>>you>>re>>->>validate>>,>>Click>>Here>>to>>Re>>->>Validate>>.>>WARNING>>:>>failure>>to>>re>>->>validate>>your>>E>>->>mail>>account>>.>>It>>will>>be>>permanently>>disable>>.>>Thanks>>,>>Account>>Service>>--->>This>>email>>has>>been>>checked>>for>>viruses>>by>>Avast>>antivirus>>software>>.>>https://www.avast.com/antivirus"
